,Mode of Study,Level of Study,Gender,House Area,Are you take any loan/sponsorship?,Income per Month,Device used in doing online classes,Do you have any web camera?,Internet Access Facilities,Type of quota,Network Speed in your area,Network Service Provider,Stability of internet connection,How many people in your house?,Comfortability when doing online learning,Level of understanding in online learning.,Disruption level during online learning.,Which method of online learning do you prefer?
202,0,2,1,1,0,4,6,1,0,1,0,3,2,1,1,2,3,0
203,0,3,1,0,0,4,5,0,0,0,1,18,3,2,3,3,0,1
204,0,2,0,1,1,4,8,0,0,3,2,13,2,1,1,1,4,1
205,0,2,0,1,1,4,6,0,0,1,0,2,2,1,2,2,2,1
206,0,2,1,1,0,4,6,1,1,0,0,1,3,2,2,2,1,0
207,0,3,0,1,1,4,0,0,0,0,1,1,1,2,2,1,4,0
208,0,2,1,1,0,4,6,1,6,3,0,13,2,1,2,2,2,1
209,0,2,1,0,0,1,6,0,7,3,0,1,2,1,2,1,4,1
210,0,2,0,1,1,4,6,0,1,3,0,13,2,1,2,2,2,1
211,0,2,0,1,1,4,9,1,0,2,0,11,2,2,3,2,3,1
212,0,2,0,0,1,4,6,0,0,2,1,1,2,1,2,2,2,1
213,1,2,0,1,1,4,6,1,1,3,0,13,2,1,3,1,3,1
214,0,2,0,1,0,4,7,0,6,2,2,13,4,2,2,2,2,1
215,0,3,1,0,0,4,2,1,7,0,0,13,2,1,2,2,3,1
216,0,2,0,1,1,4,5,1,0,2,1,13,2,1,2,2,2,1
217,0,2,0,1,0,4,4,0,1,2,0,1,1,1,3,2,1,1
218,0,2,1,0,0,4,2,1,6,0,0,3,2,1,2,2,2,1
219,0,2,1,1,1,0,3,1,0,3,2,3,0,1,2,2,2,1
220,0,2,0,0,1,4,6,0,1,0,0,3,2,2,0,2,4,1
221,0,2,1,0,1,4,6,0,1,0,0,2,3,2,2,1,2,0
222,0,3,1,0,1,4,6,1,1,1,0,0,1,2,0,2,4,0
223,0,2,0,1,1,4,6,1,5,3,2,13,2,1,2,2,2,1
224,0,2,1,1,1,4,6,1,6,1,0,11,2,1,2,2,2,1
225,0,2,0,0,1,4,6,1,7,0,0,1,2,1,2,2,2,1
226,0,2,0,0,1,4,6,1,1,0,0,2,2,1,2,3,2,1
227,0,3,0,1,1,3,6,1,7,3,0,13,3,1,2,3,3,1
228,0,2,1,1,1,4,6,0,1,3,1,13,2,1,2,2,2,1
229,0,2,1,1,0,4,6,0,1,0,2,1,2,1,2,2,2,1
230,0,2,0,1,0,1,7,1,5,3,2,14,4,1,2,1,2,0
231,0,3,0,1,0,0,6,1,6,3,2,1,4,2,1,1,1,1
232,0,2,1,0,1,4,6,1,1,3,1,13,1,2,1,2,3,1
233,0,2,0,0,1,0,7,1,7,2,2,1,2,1,2,4,1,0
234,0,2,0,0,0,4,6,1,5,2,0,1,2,1,2,2,2,1
235,0,2,0,0,1,4,6,1,1,3,2,13,2,1,3,3,4,0
236,0,2,1,0,1,4,6,1,6,3,0,13,2,1,1,2,2,0
237,0,3,0,1,0,1,2,1,7,2,2,3,2,2,1,1,0,1
238,0,3,1,1,1,4,6,1,6,1,0,11,2,2,1,0,3,0
239,0,2,1,1,1,4,6,0,6,0,0,2,2,1,2,2,2,1
240,0,2,0,1,1,4,6,1,6,2,2,2,2,1,2,2,2,1
241,0,3,1,1,0,2,8,0,0,1,0,13,2,1,2,2,2,0
242,0,2,0,0,1,4,6,1,10,3,0,21,2,1,2,2,2,1
243,0,2,1,1,1,4,6,1,7,2,0,13,2,1,2,2,4,1
244,0,2,0,1,1,4,6,1,5,3,2,25,2,1,2,2,2,1
245,0,2,0,1,0,4,6,1,6,3,2,18,2,1,2,2,2,1
246,0,2,0,1,1,3,6,1,6,1,2,3,3,1,2,1,2,0
247,0,2,1,0,1,2,8,1,5,3,0,2,1,2,1,0,4,0
248,0,2,0,1,0,4,6,1,6,3,2,12,2,1,2,2,2,1
249,0,2,0,0,1,4,6,1,7,1,1,3,2,1,2,2,2,1
250,0,2,0,1,0,1,6,1,7,3,2,1,3,2,1,2,2,0
251,1,2,0,0,1,3,10,1,1,2,0,0,2,1,4,4,4,0
252,0,2,1,0,1,4,8,1,5,3,2,0,3,2,3,2,1,1
253,0,2,0,1,1,0,4,1,3,1,1,3,1,1,2,1,2,1
254,0,2,1,0,0,4,6,1,1,1,2,3,3,2,2,2,4,1
255,0,2,0,0,1,4,6,0,1,3,0,13,2,1,2,2,2,1
